date,close,predictedValue
2020-10-27,444.0,444.0
2020-10-28,437.0,437.0
2020-10-29,432.0,432.0
2020-11-01,435.5,435.5
2020-11-02,441.0,441.0
2020-11-03,450.0,450.0
2020-11-04,451.0,451.0
2020-11-05,452.5,452.5
2020-11-08,458.5,458.5
2020-11-09,451.0,451.0
2020-11-10,457.0,457.0
2020-11-11,458.0,458.0
2020-11-12,462.0,462.0
2020-11-15,484.0,484.0
2020-11-16,485.5,485.5
2020-11-17,497.0,497.0
2020-11-18,490.0,490.0
2020-11-19,488.0,488.0
2020-11-22,496.5,496.5
2020-11-23,492.0,492.0
2020-11-24,487.0,487.0
2020-11-25,489.0,489.0
2020-11-26,489.0,489.0
2020-11-29,480.5,480.5
2020-11-30,490.0,490.0
2020-12-01,499.0,499.0
2020-12-02,497.0,497.0
2020-12-03,503.0,503.0
2020-12-06,514.0,514.0
2020-12-07,524.0,524.0
2020-12-08,520.0,520.0
2020-12-09,512.0,512.0
2020-12-10,516.0,516.0
2020-12-13,508.0,508.0
2020-12-14,504.0,504.0
2020-12-15,512.0,512.0
2020-12-16,508.0,508.0
2020-12-17,510.0,510.0
2020-12-20,516.0,516.0
2020-12-21,509.0,509.0
2020-12-22,509.0,509.0
2020-12-23,510.0,510.0
2020-12-24,511.0,511.0
2020-12-27,515.0,515.0
2020-12-28,515.0,515.0
2020-12-29,525.0,525.0
2020-12-30,530.0,530.0
2021-01-03,536.0,536.0
2021-01-04,542.0,542.0
2021-01-05,549.0,549.0
2021-01-06,565.0,565.0
2021-01-07,580.0,580.0
2021-01-10,584.0,584.0
2021-01-11,591.0,591.0
2021-01-12,605.0,605.0
2021-01-13,592.0,592.0
2021-01-14,601.0,601.0
2021-01-17,607.0,607.0
2021-01-18,627.0,627.0
2021-01-19,647.0,647.0
2021-01-20,673.0,673.0
2021-01-21,649.0,649.0
2021-01-24,633.0,633.0
2021-01-25,617.0,617.0
2021-01-26,615.0,615.0
2021-01-27,601.0,601.0
2021-01-28,591.0,591.0
2021-01-31,611.0,611.0
2021-02-01,632.0,632.0
2021-02-02,630.0,630.0
2021-02-03,627.0,627.0
2021-02-04,632.0,632.0
2021-02-16,663.0,663.0
2021-02-17,660.0,660.0
2021-02-18,652.0,652.0
2021-02-21,650.0,650.0
2021-02-22,641.0,641.0
2021-02-23,625.0,625.0
2021-02-24,635.0,635.0
2021-02-25,606.0,606.0
2021-03-01,609.0,609.0
2021-03-02,622.0,622.0
2021-03-03,601.0,601.0
2021-03-04,601.0,601.0
2021-03-07,598.0,598.0
2021-03-08,595.0,595.0
2021-03-09,597.0,597.0
2021-03-10,609.0,609.0
2021-03-11,614.0,614.0
2021-03-14,611.0,611.0
2021-03-15,613.0,613.0
2021-03-16,604.0,604.0
2021-03-17,602.0,602.0
2021-03-18,591.0,591.0
2021-03-21,593.0,593.0
2021-03-22,594.0,594.0
2021-03-23,576.0,576.0
2021-03-24,575.0,575.0
2021-03-25,590.0,590.0
2021-03-28,599.0,599.0
2021-03-29,597.0,597.0
2021-03-30,587.0,587.0
2021-03-31,602.0,602.0
2021-04-05,610.0,610.0
2021-04-06,610.0,610.0
2021-04-07,613.0,613.0
2021-04-08,610.0,610.0
2021-04-11,605.0,605.0
2021-04-12,605.0,605.0
2021-04-13,612.0,612.0
2021-04-14,619.0,619.0
2021-04-15,610.0,610.0
2021-04-18,603.0,603.0
2021-04-19,602.0,602.0
2021-04-20,592.0,592.0
2021-04-21,591.0,591.0
2021-04-22,602.0,602.0
2021-04-25,610.0,610.0
2021-04-26,610.0,610.0
2021-04-27,602.0,602.0
2021-04-28,600.0,600.0
2021-05-02,588.0,588.0
2021-05-03,591.0,591.0
2021-05-04,585.0,585.0
2021-05-05,587.0,587.0
2021-05-06,599.0,599.0
2021-05-09,589.0,589.0
2021-05-10,571.0,571.0
2021-05-11,560.0,560.0
2021-05-12,547.0,547.0
2021-05-13,557.0,557.0
2021-05-16,549.0,549.0
2021-05-17,572.0,572.0
2021-05-18,567.0,567.0
2021-05-19,567.0,567.0
2021-05-20,573.0,573.0
2021-05-23,568.0,568.0
2021-05-24,583.0,583.0
2021-05-25,585.0,584.1392048350317
2021-05-26,582.0,585.9740473123784
2021-05-27,590.0,583.047008388582
2021-05-30,597.0,590.7552551602207
2021-05-31,598.0,597.6968132480583
2021-06-01,595.0,598.6739839360677
2021-06-02,596.0,597.9403370506634
2021-06-03,595.0,597.8676636889786
2021-06-06,592.0,595.6125764358205
2021-06-07,589.0,591.9359861962926
